Year,MfrName,CarLine,Car_Truck,EngDisp,Police,RatedHP,Transmission,Drive,Weight,Comp,AxleRatio,EVSpeedRatio,AC,PRP,FuelType,City_Highway,HC,CO,CO2,NOX,MPG,Valves_Cyl,CoastDownTime
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,348,N,345,L5,R,3500,9.6,3.55,27.4,Y,32,61,highway,,,,,25.6,8,17.78
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,348,N,345,L5,R,3500,9.6,3.55,27.4,Y,32,61,city,,,,,16.3,8,
2007,DaimlerChrysler,LIBERTY/CHEROKEE 2WD,truck,226,N,210,L4,R,4000,9.2,3.73,30.7,Y,31,61,highway,0.002,0.02,306,,29.1,6,15.03
2007,DaimlerChrysler,LIBERTY/CHEROKEE 2WD,truck,226,N,210,L4,R,4000,9.2,3.73,30.7,Y,31,61,city,0.034,0.37,472,0.03,18.8,6,
2007,DaimlerChrysler,LIBERTY/CHEROKEE 4WD,truck,226,N,210,L4,4,4250,9.2,3.73,31.2,Y,31,61,highway,0.003,0.04,317,,28,6,14.31
2007,DaimlerChrysler,LIBERTY/CHEROKEE 4WD,truck,226,N,210,L4,4,4250,9.2,3.73,31.2,Y,31,61,city,0.048,0.57,475,0.04,18.7,6,
2007,DaimlerChrysler,PT CRUISER,truck,148,N,220,L4,F,3625,9.5,2.69,37.3,Y,31,61,highway,0.002,0.03,260,,34.1,4,15.56
2007,DaimlerChrysler,PT CRUISER,truck,148,N,220,L4,F,3625,9.5,2.69,37.3,Y,31,61,city,0.049,0.5,384,0.03,23,4,15.56
2007,DaimlerChrysler,PT CRUISER,truck,148,N,220,M4,F,3625,9.5,2.9,40.2,Y,31,61,highway,0.004,0.06,254,,34.9,4,16.19
2007,DaimlerChrysler,PT CRUISER,truck,148,N,220,M4,F,3625,9.5,2.9,40.2,Y,31,61,city,0.052,0.78,351,0.03,25.2,4,16.19
2007,DaimlerChrysler,PT CRUISER,truck,148,N,220,M4,F,3625,9.5,2.9,40.2,Y,31,61,city,0.054,0.75,351,0.06,25.2,4,16.19
2007,DaimlerChrysler,CARAVAN 2WD,truck,148,N,150,L4,F,4250,9.4,2.69,34.9,Y,31,61,highway,0,0.09,262,,33.8,6,18.05
2007,DaimlerChrysler,CARAVAN 2WD,truck,148,N,150,L4,F,4250,9.4,2.69,34.9,Y,31,61,highway,0.004,0.08,266,,33.3,6,18.05
2007,DaimlerChrysler,CARAVAN 2WD,truck,148,N,150,L4,F,4250,9.4,2.69,34.9,Y,31,61,city,0.04,0.58,405,0.01,21.8,6,
2007,DaimlerChrysler,CARAVAN 2WD,truck,201,N,180,L4,F,4500,9.3,2.49,32.3,Y,31,61,highway,0.014,0.11,274,,32.5,6,18.71
2007,DaimlerChrysler,CARAVAN 2WD,truck,201,N,180,L4,F,4500,9.3,2.49,32.3,Y,31,61,city,0.035,0.47,437,0.01,20.3,6,18.71
2007,DaimlerChrysler,CARAVAN 2WD,truck,201,N,180,L4,F,4250,9.3,2.49,32.3,Y,31,61,highway,0.013,0.1,264,,33.6,6,18.05
2007,DaimlerChrysler,CARAVAN 2WD,truck,201,N,180,L4,F,4250,9.3,2.49,32.3,Y,31,61,highway,0.014,0.09,260,,34.1,6,18.05
2007,DaimlerChrysler,CARAVAN 2WD,truck,201,N,180,L4,F,4250,9.3,2.49,32.3,Y,31,61,city,0.035,0.42,413,0.01,21.4,6,18.05
2007,DaimlerChrysler,CARAVAN 2WD,truck,201,N,180,L4,F,4250,9.3,2.49,32.3,Y,31,61,city,0.034,0.42,413,0.01,21.4,6,18.05
2007,DaimlerChrysler,VOYAGER/TOWN&COUNTRY,truck,231,N,205,L4,F,4500,9.6,2.7,30.8,Y,32,61,highway,,,,,31.9,6,10.59
2007,DaimlerChrysler,VOYAGER/TOWN&COUNTRY,truck,231,N,205,L4,F,4500,9.6,2.7,30.8,Y,32,61,city,,,,,19.5,6,10.59
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,L4,4,4500,8.7,4.1,33.6,Y,31,61,highway,0.007,0.2,361,,24.6,6,11.67
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,L4,4,4500,8.7,4.1,33.6,Y,31,61,city,0.038,0.57,497,0,17.8,6,11.67
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,L4,4,4250,8.7,4.1,33.6,Y,31,61,highway,0.007,0.19,359,,24.7,6,11.33
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,L4,4,4250,8.7,4.1,33.6,Y,31,61,city,0.029,0.59,500,0,17.7,6,11.33
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,L4,R,4250,8.7,4.1,33.6,Y,31,61,highway,0.005,0.12,325,,27.3,6,13.22
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,L4,R,4250,8.7,4.1,33.6,Y,31,61,city,0.024,0.51,475,0,18.6,6,13.22
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,R,4250,8.7,3.21,32,Y,31,61,highway,0.008,0.21,310,,28.6,6,13.85
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,R,4250,8.7,3.21,32,Y,31,61,city,0.022,0.71,452,0,19.6,6,13.85
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,R,4250,8.7,4.1,40.9,Y,32,61,highway,,,,,26.4,6,13.85
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,R,4250,8.7,4.1,40.9,Y,32,61,city,,,,,18.7,6,
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,4,4500,8.7,4.1,40.9,Y,31,61,highway,0.004,0.26,391,,22.7,6,11.95
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,4,4500,8.7,4.1,40.9,Y,31,61,city,0.022,0.66,546,0,16.2,6,11.95
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,4,4250,8.7,4.1,40.9,Y,31,61,highway,0.003,0.27,378,,23.4,6,11.61
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,4,4250,8.7,4.1,40.9,Y,31,61,city,0.022,0.63,516,0,17.2,6,11.61
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,4,4500,8.7,3.21,32,Y,31,61,highway,0.008,0.21,360,,24.6,6,11.95
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,4,4500,8.7,3.21,32,Y,31,61,city,0.021,0.63,483,0,18.3,6,11.95
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,4,4250,8.7,3.21,32,Y,31,61,highway,0.004,0.37,377,,23.6,6,11.61
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,4,4250,8.7,3.21,32,Y,31,61,city,0.023,0.97,493,0.01,18,6,11.61
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,4,4250,8.7,3.21,32,Y,32,61,highway,,,,,26,6,11.61
2007,DaimlerChrysler,WRANGLER 4WD,truck,231,N,190,M6,4,4250,8.7,3.21,32,Y,32,61,city,,,,,18.8,6,
2007,DaimlerChrysler,PT CRUISER,truck,148,N,220,M4,F,3500,9.5,2.83,39.7,Y,31,61,highway,0.001,0.33,246,,36,4,16.18
2007,DaimlerChrysler,PT CRUISER,truck,148,N,220,M4,F,3500,9.5,2.83,39.7,Y,31,61,highway,0.002,0.26,243,,36.4,4,16.18
2007,DaimlerChrysler,PT CRUISER,truck,148,N,220,M4,F,3500,9.5,2.83,39.7,Y,31,61,city,0.051,0.92,333,0.01,26.5,4,16.18
2007,DaimlerChrysler,CROSSFIRE ROADSTER,car,196,N,168,L5,R,3375,10,3.27,37.1,Y,1,61,highway,0.001,0.02,250,,35.4,6,16.38
2007,DaimlerChrysler,CROSSFIRE ROADSTER,car,196,N,168,L5,R,3375,10,3.27,37.1,Y,1,61,city,0.012,0.11,378,0.04,23.4,6,
2007,DaimlerChrysler,CROSSFIRE ROADSTER,car,196,N,168,M6,R,3375,10,3.46,40.3,Y,1,61,highway,0,0.01,273,,32.4,6,16.05
2007,DaimlerChrysler,CROSSFIRE ROADSTER,car,196,N,168,M6,R,3375,10,3.46,40.3,Y,1,61,city,0.014,0.11,470,0.06,18.8,6,
2007,DaimlerChrysler,LIBERTY/CHEROKEE 4WD,truck,226,N,210,M6,4,4250,9.2,3.55,36.2,Y,31,61,highway,0.002,0.03,319,,27.9,6,14.85
2007,DaimlerChrysler,LIBERTY/CHEROKEE 4WD,truck,226,N,210,M6,4,4250,9.2,3.55,36.2,Y,31,61,highway,0.003,0.03,321,,27.7,6,14.85
2007,DaimlerChrysler,LIBERTY/CHEROKEE 4WD,truck,226,N,210,M6,4,4250,9.2,3.55,36.2,Y,31,61,city,0.045,0.7,455,0.02,19.5,6,
2007,DaimlerChrysler,MAGNUM AWD,truck,215,N,253,L5,4,4500,9.9,3.07,30.9,Y,31,61,highway,0.011,0.09,288,,30.8,6,16.51
2007,DaimlerChrysler,MAGNUM AWD,truck,215,N,253,L5,4,4500,9.9,3.07,30.9,Y,31,61,city,0.048,0.24,472,0.03,18.8,6,
2007,DaimlerChrysler,300/SRT-8,car,348,N,340,L5,4,4500,9.6,3.07,30.9,Y,31,61,highway,0.013,0.16,290,,30.6,6,16.05
2007,DaimlerChrysler,300/SRT-8,car,348,N,340,L5,4,4500,9.6,3.07,30.9,Y,31,61,city,0.074,0.51,463,0.02,19.2,6,
2007,DaimlerChrysler,GRAND CHEROKEE 2WD,truck,226,N,210,L5,R,4750,9.2,3.07,30.4,Y,32,61,highway,,,,,28.3,6,14.53
2007,DaimlerChrysler,GRAND CHEROKEE 2WD,truck,226,N,210,L5,R,4750,9.2,3.07,30.4,Y,32,61,city,,,,,18.7,6,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,226,N,210,L5,4,4750,9.2,3.07,30.4,Y,32,61,highway,,,,,26.8,6,14.77
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,226,N,210,L5,4,4750,9.2,3.07,30.4,Y,32,61,city,,,,,18.4,6,
2007,DaimlerChrysler,COMMANDER 4WD,truck,226,N,210,L5,4,5000,9.2,3.07,30.2,Y,32,61,highway,,,,,26.1,6,16.73
2007,DaimlerChrysler,COMMANDER 4WD,truck,226,N,210,L5,4,5000,9.2,3.07,30.2,Y,32,61,city,,,,,17.4,6,
2007,DaimlerChrysler,NITRO 2WD,truck,226,N,210,L4,R,4250,9.7,3.73,30.5,Y,31,61,highway,0.004,0.02,292,,30.5,6,
2007,DaimlerChrysler,NITRO 2WD,truck,226,N,210,L4,R,4250,9.7,3.73,30.5,Y,31,61,city,0.044,0.51,449,0.01,19.8,6,
2007,DaimlerChrysler,NITRO 4WD,truck,226,N,210,L4,4,4250,9.7,3.73,30.5,Y,31,61,highway,0.019,0.19,305,,29.2,6,
2007,DaimlerChrysler,NITRO 4WD,truck,226,N,210,L4,4,4250,9.7,3.73,30.5,Y,31,61,highway,0.004,0.03,307,,29,6,
2007,DaimlerChrysler,NITRO 4WD,truck,226,N,210,L4,4,4250,9.7,3.73,30.5,Y,31,61,city,0.046,0.52,462,0.01,19.2,6,
2007,DaimlerChrysler,NITRO 4WD,truck,226,N,210,M6,4,4250,9.7,3.73,30.5,Y,31,61,highway,0.006,0.04,290,,30.7,6,
2007,DaimlerChrysler,NITRO 4WD,truck,226,N,210,M6,4,4250,9.7,3.73,30.5,Y,31,61,city,0.037,0.55,441,0.01,20.1,6,
2007,DaimlerChrysler,NITRO 2WD,truck,226,N,210,M6,R,4250,9.7,3.73,30.5,Y,31,61,highway,0.013,0.25,286,,31.1,6,
2007,DaimlerChrysler,NITRO 2WD,truck,226,N,210,M6,R,4250,9.7,3.73,30.5,Y,31,61,city,0.028,0.55,435,0.01,20.4,6,
2007,DaimlerChrysler,NITRO 2WD,truck,244,N,260,L5,R,4250,10.3,3.55,34.2,Y,32,61,highway,,,,,29.2,6,13.31
2007,DaimlerChrysler,NITRO 2WD,truck,244,N,260,L5,R,4250,10.3,3.55,34.2,Y,32,61,city,,,,,19.9,6,13.31
2007,DaimlerChrysler,NITRO 4WD,truck,244,N,260,L5,4,4500,10.3,3.55,34.2,Y,31,61,highway,0.004,0.04,320,,27.8,6,13.31
2007,DaimlerChrysler,NITRO 4WD,truck,244,N,260,L5,4,4500,10.3,3.55,34.2,Y,31,61,city,0.02,0.21,464,0.01,19.1,6,13.31
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,183,N,215,L5,R,4750,17.7,3.73,36.7,Y,32,19,city,,,,,22.5,6,16.25
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,183,N,215,L5,R,4750,17.7,3.73,36.7,Y,32,19,highway,,,,,32,6,16.25
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,183,N,215,L5,4,5000,17.7,3.73,36.7,Y,1,19,city,0.018,0.01,472,0.5,21.6,6,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,183,N,215,L5,4,5000,17.7,3.73,36.7,Y,1,19,city,0.021,0.01,472,0.48,21.6,6,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,183,N,215,L5,4,5000,17.7,3.73,36.7,Y,1,19,highway,0.005,0.01,334,,30.5,6,15.84
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,183,N,215,L5,4,5000,17.7,3.73,36.7,Y,31,19,city,0.03,0.03,460,0.46,22.1,6,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,183,N,215,L5,4,5000,17.7,3.73,36.7,Y,31,19,highway,0.006,0,329,,30.9,6,15.84
2007,DaimlerChrysler,300/SRT-8,car,165,N,200,L4,R,4000,9.9,3.9,33,Y,31,61,highway,0.015,0.04,246,,36.1,6,16.74
2007,DaimlerChrysler,300/SRT-8,car,165,N,200,L4,R,4000,9.9,3.9,33,Y,31,61,highway,0.021,0.04,249,,35.7,6,16.74
2007,DaimlerChrysler,300/SRT-8,car,165,N,200,L4,R,4000,9.9,3.9,33,Y,31,61,city,0.097,0.54,384,0.06,23.1,6,16.74
2007,DaimlerChrysler,300/SRT-8,car,165,N,200,L4,R,4000,9.9,3.9,33,Y,31,61,city,0.054,0.19,384,0.08,23.1,6,16.74
2007,DaimlerChrysler,CHARGER,car,215,N,253,L5,R,4000,9.9,2.82,28.7,Y,31,61,highway,0.001,0.08,261,,34.1,6,16.74
2007,DaimlerChrysler,CHARGER,car,215,N,253,L5,R,4000,9.9,2.82,28.7,Y,31,61,city,0.026,0.22,425,0.02,20.9,6,
2007,DaimlerChrysler,300/SRT-8,car,348,N,330,L5,R,4500,9.6,2.82,28.7,Y,32,61,highway,,,,,32,8,17.39
2007,DaimlerChrysler,300/SRT-8,car,348,N,330,L5,R,4500,9.6,2.82,28.7,Y,32,61,city,,,,,18.6,8,17.39
2007,DaimlerChrysler,300/SRT-8,car,372,N,425,L5,R,4500,10.5,3.06,30.9,Y,31,61,highway,0.006,0.11,351,,25.3,8,17.57
2007,DaimlerChrysler,300/SRT-8,car,372,N,425,L5,R,4500,10.5,3.06,30.9,Y,31,61,city,0.084,0.44,563,0.05,15.8,8,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,372,N,425,L5,4,5250,10.5,3.73,36.7,Y,1,61,highway,0.012,0.16,459,,19.4,8,14.92
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,372,N,425,L5,4,5250,10.5,3.73,36.7,Y,1,61,city,0.066,0.67,646,0.04,13.7,8,14.92
2007,DaimlerChrysler,DURANGO 4WD,truck,348,N,345,L5,4,6000,9.6,3.92,30.2,Y,32,61,highway,,,,,23.4,8,16.32
2007,DaimlerChrysler,DURANGO 4WD,truck,348,N,345,L5,4,6000,9.6,3.92,30.2,Y,32,61,city,,,,,15.4,8,
2007,DaimlerChrysler,DURANGO 4WD,truck,348,N,345,L5,4,5500,9.6,3.92,30,Y,32,61,highway,,,,,24.6,8,16.3
2007,DaimlerChrysler,DURANGO 4WD,truck,348,N,345,L5,4,5500,9.6,3.92,30,Y,32,61,city,,,,,15.8,8,
2007,DaimlerChrysler,DURANGO 2WD,truck,287,N,235,L5,R,5250,8.5,3.55,27.4,Y,31,61,highway,0.017,0.17,372,,23.9,8,16.56
2007,DaimlerChrysler,DURANGO 2WD,truck,287,N,235,L5,R,5250,8.5,3.55,27.4,Y,31,61,city,0.082,0.76,575,0.03,15.4,8,16.56
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,L5,R,5500,8.5,3.55,27.4,Y,31,61,highway,0.038,0.21,375,,23.7,8,16.01
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,L5,R,5500,8.5,3.55,27.4,Y,31,61,city,0.103,0.96,586,0.07,15.1,8,16.01
2007,DaimlerChrysler,DURANGO 2WD,truck,287,N,235,L5,R,5250,9,3.55,27.1,Y,32,38,highway,,,,,17.7,8,14.58
2007,DaimlerChrysler,DURANGO 2WD,truck,287,N,235,L5,R,5250,9,3.55,27.1,Y,32,38,city,,,,,10.6,8,14.58
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,L5,R,5500,9,3.55,27.2,Y,32,38,highway,,,,,16.6,8,14.58
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,L5,R,5500,9,3.55,27.2,Y,32,38,city,,,,,10.1,8,14.58
2007,DaimlerChrysler,DURANGO 4WD,truck,287,N,235,L5,4,5250,8.5,3.55,27.2,Y,32,61,highway,,,,,22.9,8,16.56
2007,DaimlerChrysler,DURANGO 4WD,truck,287,N,235,L5,4,5250,8.5,3.55,27.2,Y,32,61,city,,,,,15.2,8,16.56
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,L5,4,5500,9,3.55,30.2,Y,32,61,highway,,,,,21.4,8,16.01
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,L5,4,5500,9,3.55,30.2,Y,32,61,city,,,,,14.6,8,16.01
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,287,N,235,L5,4,5000,9,3.55,28.3,Y,31,38,highway,0.009,0.37,358,,17.2,8,14.58
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,287,N,235,L5,4,5000,9,3.55,28.3,Y,31,38,city,0.047,1.05,578,0.06,10.7,8,14.58
2007,DaimlerChrysler,DURANGO 4WD,truck,287,N,235,L5,4,5500,9,3.55,27.1,Y,32,38,highway,,,,,16.9,8,14.58
2007,DaimlerChrysler,DURANGO 4WD,truck,287,N,235,L5,4,5500,9,3.55,27.1,Y,32,38,city,,,,,10.2,8,14.58
2007,DaimlerChrysler,RAM 1500 PICKUP 4WD,truck,287,N,240,A5,4,6000,8.5,3.92,28.7,Y,32,38,highway,,,,,14.6,8,15.36
2007,DaimlerChrysler,RAM 1500 PICKUP 4WD,truck,287,N,240,A5,4,6000,8.5,3.92,28.7,Y,32,38,city,,,,,9.8,8,15.36
2007,DaimlerChrysler,DAKOTA PICKUP 2WD,truck,226,N,210,L4,R,4500,9.2,3.55,29.6,Y,31,61,highway,0.012,0.04,316,,28.1,6,14.53
2007,DaimlerChrysler,DAKOTA PICKUP 2WD,truck,226,N,210,L4,R,4500,9.2,3.55,29.6,Y,31,61,city,0.068,0.47,491,0.07,18.1,6,
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,226,N,210,L4,4,5000,9.2,3.55,29.6,Y,31,61,highway,0.011,0.05,365,,24.4,6,14.6
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,226,N,210,L4,4,5000,9.2,3.55,29.6,Y,31,61,city,0.074,0.55,531,0.08,16.8,6,
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,226,N,210,L4,4,4750,9.2,3.92,31,Y,31,61,highway,0.013,0.07,361,,24.6,6,13.62
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,226,N,210,L4,4,4750,9.2,3.92,31,Y,31,61,city,0.064,0.5,523,0.1,17,6,
2007,DaimlerChrysler,DURANGO 2WD,truck,226,N,215,L4,R,5000,9.2,3.92,31.2,Y,31,61,highway,0.009,0.05,330,,26.9,6,16.18
2007,DaimlerChrysler,DURANGO 2WD,truck,226,N,215,L4,R,5000,9.2,3.92,31.2,Y,31,61,city,0.052,0.73,502,0.06,17.7,6,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,287,N,230,L5,4,5000,9,3.73,29.9,Y,32,61,highway,,,,,25.6,8,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,287,N,230,L5,4,5000,9,3.73,29.9,Y,32,61,city,,,,,16.7,8,
2007,DaimlerChrysler,GRAND CHEROKEE 2WD,truck,287,N,230,L5,R,4750,9,3.73,29.9,Y,32,61,highway,,,,,25.4,8,
2007,DaimlerChrysler,GRAND CHEROKEE 2WD,truck,287,N,230,L5,R,4750,9,3.73,29.9,Y,32,61,city,,,,,16.7,8,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,287,N,230,L5,R,5000,9,3.73,29.9,Y,32,61,highway,,,,,25.6,8,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,287,N,230,L5,R,5000,9,3.73,29.9,Y,32,61,city,,,,,16.7,8,
2007,DaimlerChrysler,GRAND CHEROKEE 2WD,truck,287,N,230,L5,R,4750,9,3.73,29.9,Y,32,61,highway,,,,,25.4,8,
2007,DaimlerChrysler,GRAND CHEROKEE 2WD,truck,287,N,230,L5,R,4750,9,3.73,29.9,Y,32,61,city,,,,,16.7,8,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,287,N,230,L5,R,5000,9,3.73,29.9,Y,32,61,highway,,,,,25.6,8,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,287,N,230,L5,R,5000,9,3.73,29.9,Y,32,61,city,,,,,16.7,8,
2007,DaimlerChrysler,DAKOTA PICKUP 2WD,truck,287,N,235,L5,R,4750,9,3.55,28.7,Y,32,38,highway,,,,,17.7,8,14.58
2007,DaimlerChrysler,DAKOTA PICKUP 2WD,truck,287,N,235,L5,R,4750,9,3.55,28.7,Y,32,38,city,,,,,11,8,14.58
2007,DaimlerChrysler,DURANGO 2WD,truck,287,N,235,L5,R,5250,9,3.55,27.1,Y,32,38,highway,,,,,17.7,8,14.58
2007,DaimlerChrysler,DURANGO 2WD,truck,287,N,235,L5,R,5250,9,3.55,27.1,Y,32,38,city,,,,,10.6,8,14.58
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,287,N,230,L5,4,5000,9,3.73,29.9,Y,32,61,highway,,,,,25.6,8,
2007,DaimlerChrysler,GRAND CHEROKEE 4WD,truck,287,N,230,L5,4,5000,9,3.73,29.9,Y,32,61,city,,,,,16.7,8,
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,287,N,235,L5,4,5000,9,3.55,28.3,Y,31,38,highway,0.009,0.37,358,,17.2,8,14.58
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,287,N,235,L5,4,5000,9,3.55,28.3,Y,31,38,city,0.047,1.05,578,0.06,10.7,8,14.58
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,226,N,215,M6,4,4750,9.2,3.55,32.1,Y,31,61,highway,0.007,0.04,351,,25.4,6,14.05
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,226,N,215,M6,4,4750,9.2,3.55,32.1,Y,31,61,city,0.057,0.52,484,0.09,18.4,6,
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,226,N,215,M6,4,5000,9.2,3.55,33.4,Y,31,61,highway,0.006,0.04,342,,26.1,6,15.85
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,226,N,215,M6,4,5000,9.2,3.55,33.4,Y,31,61,city,0.062,0.53,495,0.07,18,6,
2007,DaimlerChrysler,DAKOTA PICKUP 2WD,truck,226,N,215,M6,R,4500,9.2,3.55,33.4,Y,31,61,highway,0.006,0.03,326,,27.4,6,15.79
2007,DaimlerChrysler,DAKOTA PICKUP 2WD,truck,226,N,215,M6,R,4500,9.2,3.55,33.4,Y,31,61,city,0.061,0.57,477,0.05,18.7,6,
2007,DaimlerChrysler,DAKOTA PICKUP 2WD,truck,226,N,215,M6,R,4500,9.2,3.21,30.2,Y,31,61,highway,0.008,0.03,314,,28.3,6,15.79
2007,DaimlerChrysler,DAKOTA PICKUP 2WD,truck,226,N,215,M6,R,4500,9.2,3.21,30.2,Y,31,61,city,0.063,0.56,455,0.07,19.5,6,
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,226,N,215,M6,R,5000,9.2,3.55,32.3,Y,31,61,highway,0.014,0.07,332,,26.8,6,15.14
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,226,N,215,M6,R,5000,9.2,3.55,32.3,Y,31,61,city,0.078,0.79,457,0.06,19.4,6,
2007,DaimlerChrysler,DAKOTA PICKUP 2WD,truck,287,N,230,C6,R,4750,9,3.21,30.2,Y,1,61,highway,0.03,0.29,345,,25.7,8,
2007,DaimlerChrysler,DAKOTA PICKUP 2WD,truck,287,N,230,C6,R,4750,9,3.21,30.2,Y,1,61,city,0.082,0.88,541,0.08,16.4,8,
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,287,N,230,C6,4,5000,9,3.55,33.4,Y,1,61,highway,0.036,0.28,351,,25.3,8,
2007,DaimlerChrysler,DAKOTA PICKUP 4WD,truck,287,N,230,C6,4,5000,9,3.55,33.4,Y,1,61,city,0.083,0.97,545,0.08,16.3,8,
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,M6,4,5500,8.5,3.55,30.7,Y,31,61,highway,0.038,0.29,400,,22.3,8,14.61
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,M6,4,5500,8.5,3.55,30.7,Y,31,61,city,0.075,1,583,0.05,15.3,8,
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,M6,R,5500,8.5,3.55,30.7,Y,32,61,highway,,,,,23.7,8,14.61
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,M6,R,5500,8.5,3.55,30.7,Y,32,61,highway,,,,,23.8,8,14.61
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,M6,R,5500,8.5,3.55,30.7,Y,32,61,city,,,,,15.6,8,
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,M6,R,5500,9,3.21,29.2,Y,32,61,highway,,,,,23.9,8,14.61
2007,DaimlerChrysler,RAM 1500 PICKUP 2WD,truck,287,N,235,M6,R,5500,9,3.21,29.2,Y,32,61,city,,,,,15.4,8,
2007,DaimlerChrysler,RAM 1500 PICKUP 4WD,truck,287,N,235,M6,4,6000,9,3.92,35.6,Y,32,61,highway,,,,,20.5,8,14.61
2007,DaimlerChrysler,RAM 1500 PICKUP 4WD,truck,287,N,235,M6,4,6000,9,3.92,35.6,Y,32,61,city,,,,,13.4,8,
2007,DaimlerChrysler,CALIBER,car,110,N,143,M5,F,3375,10.5,3.34,42.9,Y,31,61,highway,0.009,0.33,221,,40.1,4,15.8
2007,DaimlerChrysler,CALIBER,car,110,N,143,M5,F,3375,10.5,3.34,42.9,Y,31,61,highway,0.009,0.26,218,,40.6,4,15.8
2007,DaimlerChrysler,CALIBER,car,110,N,143,M5,F,3375,10.5,3.34,42.9,Y,31,61,highway,0.011,0.32,215,,41.2,4,15.8
2007,DaimlerChrysler,CALIBER,car,110,N,143,M5,F,3375,10.5,3.34,42.9,Y,31,61,city,0.046,0.65,287,0.03,30.8,4,
